district_id,district,state_id,latitude,longitude,total_persons,total_males,total_females,children_persons,children_males,children_females
329,WEST GARO HILLS,20,25.6063142,90.2113906,643291,324159,319132,112514,56950,55564
330,EAST GARO HILLS,20,25.6184946,90.6342162,317917,161223,156694,58071,29328,28743
331,SOUTH GARO HILLS,20,25.347969,90.5657773,142334,73170,69164,27909,14136,13773
332,WEST KHASI HILLS,20,25.5814429,91.0851094,383461,193715,189746,87214,44342,42872
333,RIBHOI,20,25.723641,92.0426339,258840,132531,126309,52862,27074,25788
334,EAST KHASI HILLS,20,25.4023736,91.8317178,825922,410749,415173,139055,70805,68250
335,JAINTIA HILLS,20,25.5,92.25,395124,196285,198839,90911,46011,44900
