hospital_id,hospital_name,address,district_id,pincode,latitude,longitude,mco_contact_number,total_beds,hospital_type
14653,"IG Hospital, Kavaratti","Indira Gandhi Hospital, Kavaratti, Lakshadweep, Lakshadweep, 262240",594.0,262240.0,10.3337313,72.9205386,0,,
