district_id,district,state_id,latitude,longitude,total_persons,total_males,total_females,children_persons,children_males,children_females
641,YANAM,24,16.7332235,82.2018118,55626,27301,28325,6204,3230,2974
642,PUDUCHERRY,24,10.9156489,79.8069488,950289,468258,482031,99838,50688,49150
643,MAHE,24,11.7021978,75.5364701,41816,19143,22673,4553,2302,2251
644,KARAIKAL,24,10.91571,79.8375761,200222,97809,102413,22263,11307,10956
