district_id,district,state_id,latitude,longitude,total_persons,total_males,total_females,children_persons,children_males,children_females
317,MAMIT,21,23.7564387,92.4515374,86364,44828,41536,15495,7828,7667
318,KOLASIB,21,24.1905469,92.7136595,83955,42918,41037,13482,6810,6672
319,AIZAWL,21,23.7277631,92.7179947,400309,199270,201039,52357,26450,25907
320,CHAMPHAI,21,23.6317319,93.3493185,125745,63388,62357,20645,10474,10171
321,SERCHHIP,21,23.3052514,92.8455123,64937,32851,32086,9299,4771,4528
322,LUNGLEI,21,22.9519972,92.6338827,161428,82891,78537,25117,12798,12319
323,LAWNGTLAI,21,22.3913377,92.7397189,117894,60599,57295,22483,11433,11050
324,SAIHA,21,22.2876724,93.01336,56574,28594,27980,9653,4997,4656
