district_id,district,state_id,latitude,longitude,total_persons,total_males,total_females,children_persons,children_males,children_females
308,SENAPATI,19,25.3933697,94.1501773,479148,247323,231825,63335,33463,29872
309,TAMENGLONG ,19,24.9858596,93.5039967,140651,72371,68280,19307,10072,9235
310,CHURACHANDPUR,19,24.3468839,93.6994143,274143,138820,135323,37445,19227,18218
311,BISHNUPUR,19,23.0757335,87.3146343,237399,118782,118617,31303,16192,15111
312,THOUBAL,19,24.6252503,94.0083522,422168,210845,211323,60556,31294,29262
313,IMPHAL WEST,19,24.7590802,93.8617365,517992,255054,262938,61875,31747,30128
314,IMPHAL EAST,19,24.8328129,94.0166864,456113,226094,230019,59936,30851,29085
315,UKHRUL,19,25.0982654,94.363167,183998,94718,89280,24413,12693,11720
316,CHANDEL,19,22.1895156,76.455789,144182,74579,69603,17187,8945,8242
