district_id,district,state_id,latitude,longitude,total_persons,total_males,total_females,children_persons,children_males,children_females
277,NORTH  DISTRICT,27,22.5169493,114.2135927,43709,24730,18979,4677,2425,2252
278,WEST DISTRICT,27,24.14138,120.67104,136435,70238,66197,15706,7996,7710
279,SOUTH DISTRICT,27,30.6823334,34.8824229,146850,76670,70180,15744,8063,7681
280,EAST DISTRICT,27,24.1366249,120.7038538,283583,151432,132151,27984,14277,13707
